RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
13;;;;4 ТП;16068,;;;A>B;A;ДС Запад-3 - Городской вал;1234567;114702;;69517,14878,14867,14613,14614,14615,14679,14680,14681,14682,14683,14684,14685,14686,14687,14688,14689,14690;;d1-d5 - 06.10.2014<br>d6-d7 - 29.12.2013
;;;;;;;;B>A;A;Городской вал - ДС Запад-3;1234567;114701;;14690,14572,14573,14575,14576,14577,14589,14590,14591,14592,14593,14594,14595,14596,14597,14598,14599,14868,14869,15170,69517;;
;;;;;16349,;;0;A>D;A;ДС Запад-3 - ТП4;1234567;138739;;69517,14878,14867,14613,14614,14615,14679,14680,14681,14682,14683,14684,14685;;
;;;;;16068,;;;B>D1;A;Городской вал-ТП4;67;114706;;14690,14572,14573;;
;;;;;16349,;;0;B>D1;A;Городской вал - ТП4;12345;138738;;14690,14572,14573;;
;;;;;16068,;;;D>A1;A;ТП4 - ДС Запад-3;1234567;114703;;14591,14592,14593,14594,14595,14596,14597,14598,14599,14868,14869,15170,69517;;
;;;;;;;;D>B1;A;ТП4 - Городской вал;1234567;114705;;14689,14690;;
14;;;;;16221,;;;A>B;A;ДС Масюковщина  - Городской вал;1234567;130653;;15227,15262,15263,15277,15278,14841,14566,14535,14567,14568,14569,14689,14690;;d1-d5 - 03.11.2014<br>d6-d7 - 31.05.2014
;;;;;;;;B>A;A;Городской вал - ДС Масюковщина;1234567;130652;;14690,14572,14573,14527,14528,14529,14533,14530,14536,14699,15223,15224,15225,15226,15227;;
;;;;;;;0;A>D;A;ДС Масюковщина  - ТП4;67;130656;;15227,15262,15263,15277,15278,14841,54519;;
;;;;;16377,;;0;A>D;A;ДС Масюковщина  - D;12345;141358;;15227,15262,15263,15277,15278,14841,54519;;
;;;;;16221,;;0;B>D;A;Городской вал - ТП4;67;130657;;14690,14572,14573;;
;;;;;;;0;D>A;A;ТП4 - ДС Масюковщина;67;130654;;54537,14699,15223,15224,15225,15226,15227;;
;;;;;16377,;;0;D>A;A;D - ДС Масюковщина;12345;141356;;54537,14699,15223,15224,15225,15226,15227;;
;;;;;16221,;;0;D>B;A;ТП4 - Городской вал;67;130655;;14689,14690;;
;;;;;16377,;;0;D>B;A;D - Городской вал;12345;141357;;14689,14690;;
15;;;;2 ТП;16349,;;;A>B;A;ДС Лошица - ДС Дражня;12345;138742;;68811,15485,15486,15491,15492,15493,15546,15547,15548,15447,14727,14728,14729,14730,14731,14732,14733,14734,14735,14736,14737,15283,15285,15282;;d1-d5 - 06.10.2014
;;;;;;;;B>A;A;ДС Дражня - ДС Лошица;12345;138745;;15282,15286,15361,15362,14777,14778,14779,14780,14781,14782,14795,14796,14802,14803,14804,15549,16186,15450,15451,15454,15455,15459,15460,15461,68811;;
16;;;;;16213,;;;A>B;A;ДС Чижовка-1 - Вокзал;1234567;129931;;15773,15772,15527,15528,15529,15709,15708,15706,15621,15622,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 23.05.2014<br>d6-d7 - 24.05.2014
;;;;;;;;B>A;A;Вокзал - ДС Чижовка-1;1234567;129928;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,15618,15619,15704,15705,15707,15530,15531,15532,15771,15773;;
17;;;;5 ТП;16356,;;;A>B;A;ДС Дражня - Чижовка-6;1234567;139260;;15282,15286,15361,15362,14777,14778,14779,14780,14781,15616,15617,15618,15619,15704,15705,15707,15530,15531,15532,15712,15711;;d1-d5 - 13.10.2014<br>d6-d7 - 25.10.2014
;;;;;;;;B>A;A;Чижовка-6 - ДС Дражня;1234567;139259;;15711,15710,15527,15528,15529,15709,15708,15706,15621,15622,15623,15624,14733,14734,14735,14736,14737,15283,15285,15282;;
19;;;;2 ТП;16102,;;;A>B;A;ДС Серебрянка - ДС Курасовщина;1234567;119996;;15826,15827,14504,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;d1-d5 - 06.10.2014<br>d6-d7 - 01.02.2014
;;;;;;;;B>A;A;ДС Курасовщина - ДС Серебрянка;1234567;119993;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
20;;;;;16072,;;;A>B;A;ДС Серебрянка - Вокзал;1234567;115569;;15826,15827,14504,54305,54306,15759,15757,15756,15754,14796,14802,14803,14804,15550,15551,191224,15552,15564,230003,15900;;d1-d5 - 01.09.2014<br>d6 - 05.01.2014<br>d7 - 02.01.2014
;;;;;;;;B>A;A;Вокзал -  ДС Серебрянка;7;115572;;15900,15901,15443,15444,191225,15445,15446,14727,14728,14729,14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
;;;;;16075,;;;B>A;A;Вокзал - ДС Серебрянка;123456;117031;;15900,15901,15443,15444,191225,15445,15446,14727,14728,14729,14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
22;;;;5 ТП;15719,;;;A>B;A;ДС Карастояновой – ст.м. пл.Я.Коласа;1234567;86592;;54651,15713,58346,15724,15726,15727,15728,15731,15733,15734;;d1-d5 - 14.01.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;ст.м. пл.Я.Коласа - ДС Карастояновой;1234567;86591;;15734,15400,15737,15732,15730,15729,15751,15725,15717,15716,15715,54650,54651;;
23;;;;2 ТП;16283,;;;A>B;A;ДС Лермонтова - Червенский рынок;1234567;134362;;15933,15929,15930,15935,15927,15673,15674,15700,15701,15843,15918,15903,15904,15444,191225,15445,15446,15447,15449,15450,15451,15453;;d1-d5 - 01.08.2014<br>d6-d7 - 02.08.2014
;;;;;;;;B>A;A;Червенский рынок -ДС Лермонтова;1234567;134360;;15453,15546,15547,15548,15549,15550,15551,191225,54334,15910,15911,15912,15667,15668,15669,15670,15671,15672,15928,15933;;
24;;;;;15889,;;;A>B;A;ДС Серебрянка - Червенский рынок;1234567;98183;;15826,15827,54305,54306,15759,15757,15756,15754,14796,14802,14803,14804,15447,16186,15450,15451,15453;;d1-d5 - 28.10.2013<br>d6-d7 - 03.07.2013
;;;;;;;;B>A;A;Червенский рынок - ДС Серебрянка;1234567;98184;;15453,15546,15547,15548,15549,14727,14728,14729,14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
25;;;;3 ТП;16314,;;;A>B;A;ДС Кунцевщина - ДС Юго-Запад;1234567;135841;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,58336,58343,15647,15648,15649,15650,133415,14909,15198,15652,15653,200002,15659,15645,54682;;d1-d5 - 01.09.2014<br>d6-d7 - 02.08.2014
;;;;;;;;B>A;A;ДС Юго-Запад – ДС Кунцевщина;1234567;135843;;54682,15660,15661,15662,15663,15664,15197,212073,133408,15637,15638,15639,58341,58342,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
;;;;;;;0;A>D;A;ДС Кунцевщина - ТП 3;12345;135846;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335;;
;;;;;;;0;D>A;A;ТП 3 – ДС Кунцевщина;12345;135845;;15639,58341,58342,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
;;;;4 ТП;16284,;;0;A>D;A;ДС Кунцевщина - ТП 4;67;134929;;15858,14606,14607,14868,14869,15170,15191,14884,14885,15161,15162,15163,15164;;
;;;;;;;0;B>D;A;ДС Юго-Запад - ТП 4;67;134931;;54682,15660,15661,15662,15663,15664,15197;;
;;;;;;;0;D>A;A;ТП 4 - ДС Кунцевщина;67;134928;;15128,15129,15130,15131,15132,54292,15134,14886,14887,14882,14883,14888,14878,14867,14600,14601,54610,15858;;
;;;;;;;0;D>B;A;ТП 4 - ДС Юго-Запад;67;134930;;15198,15652,15653,200002,15659,15645,54682;;
26;;;;5 ТП;16377,;;;A>B;A;ДС Чижовка-1 - ст.м. Автозаводская;12345;141364;;15773,15772,15527,15528,15529,15709,15708,15706,15832;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;ст.м. Автозаводская - ДС Чижовка-1;12345;141367;;15832,14505,15705,15707,15530,15531,15532,15771,15773;;
;;;;;;;0;A>D1;A;ДС Чижовка-1 - ТП-5;12345;141362;;15773,15772,15527,15528,15529,15709,15708;;
27;;;;2 ТП;;;;A>B;A;ДС Курасовщина - ДС Дружная;1234567;141368;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15843,73075;;d1-d5 - 03.11.2014<br>d6-d7 - 18.01.2014
;;;;;;;;B>A;A;ДС Дружная - ДС Курасовщина;1234567;141371;;73075,15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
;;;;;;;0;A1>D;A;ДС Курасовщина - ТП2;12345;141373;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15843;;
;;;;;;;0;D>A1;A;ТП2 - ДС Курасовщина;12345;141372;;15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
29;;;;5 ТП;16405,;;;A>B;A;ДС Калиновского - пл. Мясникова;1234567;143119;;14354,14353,14484,14483,15117,15118,15119,15120,15121,15107,14761,14760,15019,15748,15747,15736,15738,15777,15779,15566,15122,15774,15775;;d1-d5 - 01.12.2014<br>d6-d7 - 06.09.2014
;;;;;;;;B>A;A;пл. Мясникова -  ДС Калиновского;1234567;143122;;15775,15597,15598,15599,15600,15778,15776,58353,14516,14517,14518,14765,14766,14992,15017,15108,15109,15110,15111,15116,14482,14485,54352,14354;;
;;;;;;;0.27;A>D;A;ДС Калиновского - ТП5;1234567;143118;;14354,14353,14484,14483,15117,15118,15119;;
;;;;;;;0.56;B>D;A;пл. Мясникова - ТП5;1234567;143120;;15775,15597,15598,15599,15600,15778,15776,58353,14516,14517,14518,14765,14766;;
;;;;;;;0.22;D>A;A;ТП5 -  ДС Калиновского;1234567;143123;;15110,15111,15116,14482,14485,54352,14354;;
;;;;;;;0.51;D>B;A;ТП5 - пл. Мясникова;12345;143121;;14760,15019,15748,15747,15736,15738,15777,15779,15566,15122,15774,15775;;
;;;;5 ТП+4 ТП;16319,;;0;A1>D;A;ДС Калиновского - ТП4;67;136184;;14354,14353,14484,14483,15117,15118,15119,15120,15121,15107,14761,14760;;
;;;;;;;0;D>A1;A;ТП4 - ДС Калиновского;67;136182;;14766,14992,15017,15108,15109,15110,15111,15116,14482,14485,54352,14354;;
30;;;;2 ТП;16102,;;;A>B;A;ДС Малинина - Вокзал;1234567;120003;;54291,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 10.11.2014<br>d6-d7 - 01.02.2014
;;;;;;;;B>A;A;Вокзал - ДС Малинина;1234567;120000;;15900,15901,15443,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15758,15760,15762,15764,15765,15767,14478,15709,15708,15706,15832,14505,15705,15707,15769,15768,15766,54291;;
;;;;;;;0;A1>D;A;ДС Малинина - ТП2;12345;120004;;54291,54305,54306,15759,15757,15756,15754;;
;;;;;;;0;B1>D;A;Вокзал - ТП2;12345;119999;;15900,15901,15443,15905,15906,15612,15613,15614,15830;;
;;;;;;;0;D>A1;A;ТП2 - ДС Малинина;1234567;120002;;15753,14472,15758,15760,15762,15764,15765,15767,14478,15709,15708,15706,15832,14505,15705,15707,15769,15768,15766,54291;;
;;;;;;;0;D>A2;A;ТП2 - ст.м. Автозаводская - ДС Малинина;1234567;119998;;14505,15705,15707,15769,15768,15766,54291;;
;;;;;;;0;D>B1;A;ТП2 - Вокзал;1234567;120001;;15626,15627,15628,15907,15908,15909,15564,230003,15900;;
31;;;;4 ТП;16165,;;;A>B;A;ДС Кунцевщина - Семашко;1234567;124118;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852,15562,15587,15164,14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,16245;;d1-d5 - 15.09.2014<br>d6-d7 - 05.04.2014
;;;;;;;;B>A;A;Семашко - ДС Кунцевщина;1234567;124119;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216,15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,54610,15858;;
;;;;;;;0;A>D;A;ДС Кунцевщина - ТП4;1234567;124116;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852;;
;;;;;;;0;B>D;A;Семашко - ТП4;1234567;124117;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216;;
;;;;;;;0;D>A;A;ТП4 - ДС Кунцевщина;1234567;124114;;15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,54610,15858;;
32;;;;3 ТП;16284,;;;A>B;A;ДС Малиновка-4 - ст.м. Петровщина;1234567;134434;;54638,15581,15583,15584,15585,15586,15590,15591,14934,14935,15662,15663,15664,15197;;d1-d5 - 01.09.2014<br>d6-d7 - 02.08.2014
;;;;;;;;B>A;A;ст.м. Петровщина - ДС Малиновка-4;1234567;134431;;15197,212073,14909,15198,15652,15653,58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;134433;;15575,15576,15577,15578,15579,15580,15582,54638;;
33;;;;5 ТП;15962,;;;A>B;A;ДС Дражня – ст. м.Пушкинская;1234567;102751;;15282,15286,15361,15362,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14684;;d1-d5 - 06.10.2014<br>d6-d7 - 14.09.2013
;;;;;;;;B>A;A;ст. м.Пушкинская - ДС Дражня;1234567;102750;;14590,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,15283,15285,15282;;
;;;;;;;0;B1>D;A;ст. м.Пушкинская - ТП5;1234567;102755;;14590,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776;;
;;;;;;;0;D>B1;A;ТП5 - ст. м.Пушкинская;1234567;102753;;14740,14741,14742,14754,14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14684;;
34;;;;;16242,;;;A>B;A;ДС Ангарская-4 - Зелёный луг-3;67;132663;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733,14734,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;d1-d5 - 03.11.2014<br>d6-d7 - 21.06.2014
;;;;;16377,;;;A>B;A;ДС Ангарская-4 - Зеленый луг-3;12345;141378;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733,14734,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;
;;;;;16242,;;;B>A;A;Зеленый луг-3 - ДС Ангарская-4;67;132666;;14460,14461,14462,14463,14464,14465,14466,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,14777,14778,14779,14780,14781,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;16377,;;;B>A;A;Зеленый луг-3 -  ДС Ангарская-4;12345;141381;;14460,14461,14462,14463,14464,14465,14466,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,14777,14778,14779,14780,14781,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;16242,;;0;A1>D;A;ДС Ангарская-4 - ТП5;1234567;132664;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733;;
;;;;;;;0;B1>D;A;Зеленый луг-3 - ТП5;1234567;132661;;14460,14461,14462,14463,14464,14465,14466,14764,14765,14766,14767,14769,14770,14771,14772,14774;;
;;;;;;;0;D>A1;A;ТП5 - ДС Ангарская-4;1234567;132665;;15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;;;0;D>B1;A;ТП5 - Зеленый луг-3;1234567;132662;;14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;
35;;;;;;;;A>B;A;ДС Славинского - ДС Серебрянка;1234567;132670;;15014,14350,14347,15015,15016,15017,15107,14767,14769,14770,14771,14772,14773,14775,14776,14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14502,14501;;d1-d5 - 23.06.2014<br>d6-d7 - 21.06.2014
;;;;;;;;B>A;A;ДС Серебрянка - ДС Славинского;1234567;132673;;14501,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0;A>D;A;ДС Славинского - ТП5;1234567;132668;;15014,14350,14347,15015,15016,15017,15107,14767,14769,14770,14771,14772,14773;;
;;;;;;;0;B>D;A;ДС Серебрянка  - ТП5;67;132671;;14501,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735;;
;;;;;16244,;;0;B1>D;A;ДС Серебрянка - ТП5;12345;132716;;14501,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735;;
;;;;;16242,;;0;D>A;A;ТП 5  - ДС  Славинского;67;132669;;14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;16244,;;0;D>A1;A;ТП5  - ДС Славинского;12345;132714;;14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;16242,;;0;D>B;A;ТП 5 - ДС Серебрянка;67;132672;;14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14502,14501;;
;;;;;16244,;;0;D>B1;A;ТП5 - ДС Серебрянка;12345;132717;;14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14502,14501;;
35д;;;;;16195,;;;A>B;A;ДС Серебрянка -  Круглая пл.;12345;127159;;14501,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735,14736,14737;;d1-d5 - 05.05.2014
;;;;;;;;B>A;A;Круглая пл. - ДС Серебрянка;12345;127160;;14737,14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14502,14501;;
;;;;;;;0;D>A;A;ТП5 - ДС Серебрянка;12345;127163;;14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14502,14501;;
36;;;;3 ТП;16194,;;;A>B;A;ДС Юго-Запад -  ДС Серебрянка;1234567;127025;;54682,15660,15661,15654,15655,15649,15650,133415,15200,15596,15202,15205,15207,15209,15211,15893,15894,133147,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15800,15798,15797,15793,14503,14502,14501;;d1-d5 - 12.12.2014<br>d6 - 09.05.2014<br>d7 - 04.05.2014
;;;;;;;;B>A;A;ДС Серебрянка - ДС Юго-Запад;1234567;127026;;14501,54486,15794,15796,15799,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,69093,15944,15892,15568,15210,15208,15206,15204,15203,15201,14908,133408,15637,15656,15657,200002,15659,15645,54682;;
;;;;;;;0;D>B;A;ТП 3 - ДС Серебрянка;67;127030;;15893,15894,133147,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15800,15798,15797,15793,14503,14502,14501;;
37;;;;5 ТП;16216,;;;A>B;A;ДС Уручье-4 - пл. Мясникова;12345;130379;;14660,14661,14663,14380,14673,14675,14513,14514,14515,14996,14351,14350,14347,15015,15016,15017,15107,14761,14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;d1-d5 - 26.05.2014<br>d6-d7 - 31.05.2014
;;;;;16221,;;;A>B;A;ДС Уручье - 4 - пл. Мясникова;67;130666;;14660,14661,14663,14380,14673,14675,14513,14514,14515,14996,14351,14350,14347,15015,15016,15017,15107,14761,14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;
;;;;;16216,;;;B>A;A;пл. Мясникова - ДС Уручье-4;12345;130382;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14765,14766,14992,14993,14994,14995,14348,14349,14352,14486,14487,14431,14676,14674,14379,14664,14662,14659,14660;;
;;;;;16221,;;;B>A;A;пл. Мясникова - ДС Уручье - 4;67;130669;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14765,14766,14992,14993,14994,14995,14348,14349,14352,14486,14487,14431,14676,14674,14379,14664,14662,14659,14660;;
;;;;;16216,;;0;B1>D;A;пл. Мясникова - ТП5;1234567;130380;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14765,14766;;
;;;;;;;0;D>B1;A;ТП5 - пл. Мясникова;1234567;130381;;14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;
38;;;;5 ТП+4 ТП;16405,;;;A>B;A;Славинского - ДС Сухарево-5;12345;143132;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14704,14714,15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;d1-d5 - 01.12.2014
;;;;;;;;B>A;A;ДС Сухарево-5 - Славинского;12345;143129;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,14715,14817,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0;A>D1;A;ДС Славинского - ТП-4;12345;143134;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696;;
;;;;;;;0;B>D1;A;д/с Сухарево-5 - ТП-4;12345;143135;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15161,15162,15163,15164;;
;;;;;;;0.8;D>B1;A;D ТП 5 - Сухарево;12345;143127;;14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14704,14714,15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;;;0;D1>A;A;ТП-4 -ДС Славинского;12345;143133;;14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0;D1>B;A;ТП-4 - д/с Сухарево-5;12345;143124;;15132,54292,15134,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
39;;;;3 ТП;16349,;;;A>B;A;ДС Юго-Запад - Саперов;1234567;138761;;54683,15646,15647,15648,71807,73042,14906,14907,15200,15596,58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,14566,14531;;d1-d5 - 06.10.2014<br>d6-d7 - 25.10.2014
;;;;;;;;B>A;A;Саперов - ДС Юго-Запад;1234567;138762;;14531,15040,15041,54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201,15212,15213,71803,73043,15638,15639,15640,54609,54683;;
40;;;;;16281,;;;A>B;A;ДС Карастояновой - ДС Юго-Запад;1234567;134209;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,14908,14909,15198,15652,15653,200002,15659,15645,54682;;d1-d5 - 12.12.2014<br>d6-d7 - 02.08.2014
;;;;;;;;B>A;A;ДС Юго-Запад - ДС Карастояновой;1234567;134208;;54682,15660,15661,15662,15663,15664,15197,15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,15730,15729,15751,15725,15717,15716,15715,15750,54651;;
;;;;;;;0;A>D;A;ДС Карастояновой - ТП 3;1234567;134212;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,15212;;
;;;;;;;0;D>A;A;ТП 3 - ДС Карастояновой;1234567;134211;;15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,15730,15729,15751,15725,15717,15716,15715,15750,54651;;
;;;;;;;0;D>B;A;ТП 3 - ДС Юго-Запад;1234567;134207;;14908,14909,15198,15652,15653,200002,15659,15645,54682;;
41;;;;5 ТП;15955,;;;A>B;A;ДС Уручье -2 - ДС Малинина;1234567;101983;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,14777,14778,14779,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;d1-d5 - 12.02.2014<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;ДС Малинина - ДС Уручье -2;1234567;101986;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737,14738,14739,15422,15423,15429,14340,14678,14512,14676,14650,14381,14383,14385,14386;;
;;;;;;;0;A>D;A;ДС Уручье-2 - ТП5;12345;101981;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774;;
;;;;;;;0;B>D;A;ДС Малинина - ТП5;12345;101984;;54291,54305,54306,15759,15757,15756,15754,14731,14732;;
;;;;;;;0;D>A;A;ТП5 - ДС Уручье-2;12345;101982;;15422,15423,15429,14340,14678,14512,14676,14650,14381,14383,14385,14386;;
;;;;;;;0;D>B;A;ТП5 - ДС Малинина;12345;101985;;14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
41д;;;;;16377,;;;A>B;A;ДС Малинина – Запорожская пл.;12345;141386;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737,14738,14739,14774;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;Запорожская пл. - ДС Малинина;12345;141387;;14774,14775,14776,14777,14778,14779,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
42;;;;;16349,;;;A>B;A;ДС Уручье -4 - ДС Дражня;12345;138766;;14660,14661,14663,14665,14666,68844,14433,14514,14489,14677,15418,15419,15420,15421,14774,14775,14776,15283,15284,15282;;d1-d5 - 06.10.2014
;;;;;;;;B>A;A;ДС Дражня - ДС Уручье-4;12345;138769;;15282,15286,15361,15362,14738,14739,15422,15423,15429,14340,14678,14512,14513,14514,14432,14668,14667,14664,14662,14659,14660;;
;;;;;;;0.88;A1>D;A;ДС Уручье-4  - ТП5;12345;138771;;14660,14661,14663,14665,14666,68844,14433,14514,14489,14677,15418,15419,15420,15421,14774,14775,14776;;
;;;;;;;0.88;D>A1;A;ТП5 - ДС Уручье - 4;12345;138770;;14738,14739,15422,15423,15429,14340,14678,14512,14513,14514,14432,14668,14667,14664,14662,14659,14660;;
;;;;;;;0;D>B;A;ТП5 - ДС Дражня;12345;138773;;54199,15406,15417,15283,15284,15282;;
43;;;;2 ТП;16325,;;;A>B;A;ДС Серова - ДС Дружная;1234567;136508;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15843,73075;;d1-d5 - 12.09.2014<br>d6-d7 - 13.09.2014
;;;;;;;;B>A;A;ДС Дружная - ДС Серова;1234567;136507;;73075,15666,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
;;;;;;;0;A1>D;A;ДС Серова - ТП2;1234567;136510;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15843;;
;;;;;;;0;D>A1;A;ТП2 - ДС Серова;1234567;136509;;15666,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
